MachineAge,hourReading,HrPerDay,SN,ModelNum,Model,CustType,InvertedAge
1280,2688,2.1,367027,1B,D,6,
1287,2700,2.097902098,367027,1B,D,6,
576,635,1.102430556,367057,2F,F,3,
1311,1765,1.346300534,367058,2F,F,3,
1378,569,0.412917271,367060,2F,F,3,
1134,125,0.110229277,367085,2F,F,1,
1519,719,0.473337722,368321,2F,F,6,
1467,184,0.12542604,368635,0F,D,6,
658,137,0.208206687,368649,0F,D,6,
1266,540,0.426540284,368675,17,D,6,
1135,124.9,0.110044053,368696,17,D,2,
931,885,0.950590763,368745,17,D,3,
1163,134,0.115219261,368772,17,D,6,
897,250,0.2787068,368785,17,D,5,
997,298,0.29889669,368803,1A,D,6,
1113,97,0.087151842,368830,1A,D,6,
1383,189,0.136659436,368838,1A,D,5,
1327,200,0.150715901,368878,1A,D,6,
1465,100,0.068259386,368884,1A,D,6,
1533,255,0.166340509,368903,1B,D,3,
1736,500,0.288018433,368904,1B,D,3,
1042,892,0.856046065,368948,1B,D,3,
1440,423,0.29375,368971,0F,D,3,
1040,133,0.127884615,368971,0F,D,3,
676,109,0.161242604,369039,1D,D,6,
1511,173,0.114493713,369044,1D,D,2,
1375,240,0.174545455,369055,1D,D,5,
1269,605,0.476753349,369116,1D,D,6,
1812,1280,0.706401766,369161,55,D,3,
1135,170,0.149779736,369187,55,D,6,
1657,239,0.144236572,369230,56,D,6,
971,256,0.263645726,369233,56,D,6,
915,206,0.225136612,369233,56,D,6,
1806,577.6,0.319822813,369241,56,D,3,
833,155,0.18607443,369274,34,F,6,
1182,25,0.021150592,369283,34,F,6,
1440,926,0.643055556,369298,34,F,3,
1795,1382,0.769916435,369358,32,F,6,
1184,1915,1.617398649,369576,28,F,8,
1646,209,0.126974484,369708,60,F,6,
1533,320,0.208741031,369712,60,F,6,
1083,222,0.20498615,369793,1D,D,6,
1083,222,0.20498615,369793,1D,D,6,
1263,596,0.47189232,369911,2F,F,3,
922,1289,1.398047722,369926,2F,F,3,
1486,521,0.350605653,370582,32,F,1,
375,224,0.597333333,370609,32,F,6,
1660,2137,1.287349398,370625,32,F,8,
1735,1856,1.069740634,370634,32,F,2,
1491,850,0.57008719,370709,32,F,6,
1505,851,0.565448505,370709,32,F,6,
700,59,0.084285714,370845,32,F,6,
1424,697,0.489466292,370877,32,F,3,
1175,13,0.01106383,372196,47,K,5,
1175,10,0.008510638,372196,47,K,5,
1269,980,0.772261623,372330,0F,D,3,
1267,231,0.182320442,372359,0F,D,6,
824,50,0.060679612,372427,0F,D,3,
1540,30,0.019480519,372530,1B,D,1,
1280,100,0.078125,372548,1B,D,5,
1392,1,0.000718391,372586,1D,D,1,
1255,64,0.050996016,372593,1D,D,5,
1521,140,0.092044707,372675,56,D,6,
1683,318,0.188948307,372692,56,D,6,
1456,120,0.082417582,372704,56,D,6,
1401,613,0.437544611,372746,34,F,6,
83,43,0.518072289,372895,17,D,3,
813,1466,1.803198032,373069,32,F,3,
1543,150,0.097213221,373134,32,F,6,
1283,110,0.085736555,373139,32,F,3,
1281,182,0.142076503,373206,32,F,6,
18,1,0.055555556,373215,32,F,6,
193,284,1.471502591,373430,61,F,3,
1326,1627,1.226998492,373459,61,F,3,
1693,287.4,0.169757826,373482,28,F,7,
616,50,0.081168831,373538,28,F,6,
1295,470,0.362934363,373629,60,F,2,
1491,205,0.137491616,373633,60,F,6,
539,129,0.239332096,373645,60,F,6,
1432,155,0.108240223,373654,60,F,6,
824,1288,1.563106796,373703,5D,F,8,
1466,1667.2,1.137244202,373854,32,F,3,
1541,1676.3,1.08780013,373854,32,F,3,
1454,333,0.229023384,373998,1D,D,6,
1415,25,0.017667845,374171,17,D,2,
1377,10,0.007262164,374171,17,D,2,
1779,1490,0.837549185,374229,3D,F,3,
1628,455,0.279484029,374254,28,F,6,
1365,107,0.078388278,374799,17,D,6,
751,390,0.51930759,378070,68,J,3,
691,340,0.492040521,378070,68,J,3,
631,283,0.448494453,378070,68,J,3,
1371,302,0.22027717,378141,0F,D,6,
1184,1168,0.986486486,378243,17,D,3,
1651,706,0.427619624,378341,1A,D,6,
1643,639,0.388922702,378341,1A,D,6,
1831,686,0.374658656,378425,1B,D,3,
1258,103,0.081875994,378465,1B,D,5,
1120,353,0.315178571,378481,61,F,3,
1441,1340,0.929909785,378555,1D,D,6,
1485,400,0.269360269,378579,1D,D,6,
827,293,0.354292624,378586,1D,D,6,
1335,800,0.599250936,378648,1D,D,3,
1412,260,0.184135977,378653,1D,D,6,
1618,122,0.075401731,378745,56,D,3,
826,400,0.484261501,378762,56,D,3,
1236,200,0.161812298,378781,56,D,6,
1561,564,0.361306855,378807,34,F,3,
1506,650,0.431606906,378849,3B,F,2,
1365,3815,2.794871795,378880,3B,F,3,
812,708,0.871921182,378935,32,F,3,
28,23,0.821428571,378953,32,F,3,
1719,1750,1.018033741,379070,2F,F,3,
1350,695,0.514814815,379072,2F,F,3,
629,88,0.13990461,379094,2F,F,6,
1738,750,0.431530495,379106,2F,F,2,
1149,160,0.139251523,379128,2F,F,6,
1694,628,0.370720189,379158,2F,F,3,
1734,121,0.069780854,379201,28,F,5,
1396,180,0.128939828,379268,28,F,2,
1626,2000,1.2300123,379273,28,F,3,
1626,2000,1.2300123,379276,28,F,3,
1605,355,0.221183801,379413,32,F,6,
904,489.4,0.541371681,379445,32,F,5,
1433,2219,1.548499651,379462,32,F,3,
1660,85,0.051204819,379607,56,D,4,
1195,321,0.268619247,379941,17,D,6,
1445,125,0.08650519,379947,17,D,6,
1838,685,0.372687704,379961,1A,D,3,
1575,250,0.158730159,379967,1A,D,6,
1520,253,0.166447368,380073,56,D,2,
889,124,0.139482565,380078,56,D,6,
1437,379,0.263743911,380299,3D,F,6,
204,526,2.578431373,381016,68,J,3,
555,340,0.612612613,381023,68,J,3,
1431,328,0.229210342,381223,0F,D,6,
1469,349,0.237576583,381228,0F,D,3,
843,808,0.958481613,381264,0F,D,3,
1531,672,0.438928805,381397,1B,D,7,
1525,500,0.327868852,381397,1B,D,7,
1282,142.7,0.111310452,381406,1D,D,6,
1086,560,0.515653775,381544,2F,F,7,
1083,1,0.000923361,381544,2F,F,7,
1087,515,0.473781049,381589,56,D,6,
1456,583,0.400412088,381599,56,D,3,
1405,592,0.421352313,381676,5D,F,6,
1393,1234,0.885857861,381741,5D,F,6,
1561,1182,0.757206919,381945,3D,F,6,
1310,560,0.427480916,382022,28,F,4,
1484,101,0.068059299,382041,28,F,6,
1827,1918,1.049808429,382171,2F,F,3,
1303,1174,0.900997698,382172,2F,F,3,
1700,1859,1.093529412,382492,67,J,3,
1454,331,0.227647868,382621,0F,D,2,
1410,116,0.082269504,382694,1D,D,6,
1302,400,0.307219662,382699,1D,D,5,
1281,201,0.156908665,382734,1D,D,6,
1196,1021,0.85367893,382744,55,D,5,
962,84,0.087318087,382800,56,D,6,
1784,1021,0.572309417,382825,34,F,6,
1054,176,0.166982922,382851,34,F,3,
530,301,0.567924528,382866,34,F,6,
154,300,1.948051948,383108,32,F,6,x
1448,592,0.408839779,383169,32,F,4,
1422,458,0.322081575,383187,32,F,5,
1504,459,0.30518617,383187,32,F,5,
1546,642.3,0.41545925,383237,32,F,6,
1870,1447,0.773796791,383239,32,F,6,
1371,300,0.218818381,383249,32,F,3,
1408,487.3,0.34609375,383251,32,F,6,
1571,102,0.064926798,383291,32,F,6,
488,318,0.651639344,383335,32,F,3,
1610,1237,0.768322981,383346,32,F,3,
1765,63,0.035694051,383440,28,F,6,
1505,554,0.368106312,383441,28,F,6,
1462,530,0.3625171,383441,28,F,6,
1334,24,0.017991004,383465,28,F,6,
413,102,0.246973366,383576,47,K,3,
1440,275,0.190972222,383586,47,K,6,
454,95,0.209251101,383589,47,K,6,
1065,321,0.301408451,384358,1D,D,6,
1580,300,0.189873418,384443,56,D,6,
1271,183,0.143981117,384530,5D,F,6,
639,86.7,0.135680751,384574,5D,F,6,
778,698,0.897172237,384636,32,F,3,
1036,549,0.52992278,384679,32,F,3,
1102,659,0.59800363,384708,32,F,3,
1466,830,0.566166439,384749,32,F,3,
1518,1348,0.88801054,384858,3D,F,6,
1202,115,0.095673877,384941,17,D,6,
567,243,0.428571429,384945,17,D,6,
589,52,0.088285229,384949,17,D,6,
1168,125,0.107020548,385024,28,F,6,
1164,100,0.085910653,385024,28,F,6,
1886,269,0.142629905,385099,60,F,6,
1570,184,0.117197452,385102,60,F,5,
1431,160,0.111809923,385104,60,F,6,
1400,298,0.212857143,385119,60,F,6,
1344,202,0.150297619,385202,32,F,3,
1626,498,0.306273063,385203,32,F,3,
1379,932,0.675852067,385213,32,F,5,
1690,1087.8,0.643668639,385295,32,F,3,
1399,180,0.128663331,385458,1D,D,6,
1546,100,0.064683053,389508,6A,J,6,
52,1485,28.55769231,404239,56,D,3,
69,1496,21.68115942,404239,56,D,3,
1570,249,0.158598726,404358,56,D,6,
737,129.9,0.176255088,404536,55,D,6,
590,45,0.076271186,404543,55,D,6,
1326,128,0.09653092,404618,28,F,6,
1444,200,0.138504155,404626,28,F,3,
1482,109,0.073549258,404640,28,F,6,
1772,324,0.182844244,404644,28,F,6,
1610,844,0.524223602,404645,28,F,3,
1569,1,0.000637349,404645,28,F,3,
1319,443,0.3358605,404722,56,D,6,
1270,600,0.472440945,404804,55,D,6,
1487,185,0.124411567,404947,0F,D,6,
1506,185,0.122841965,404947,0F,D,6,
1319,107,0.081122062,405067,56,D,6,
1502,504,0.335552597,405074,56,D,6,
42,467,11.11904762,405081,56,D,6,
1893,468,0.247226624,405266,5E,F,7,
1472,334,0.226902174,405330,28,F,5,
1472,334,0.226902174,405330,28,F,5,
1703,1175,0.689958896,405526,28,F,3,
1875,98.9,0.052746667,405678,55,D,5,
220,218,0.990909091,406463,17,D,3,
503,366,0.727634195,406463,17,D,3,
1175,318,0.270638298,406469,17,D,6,
1216,197,0.162006579,406516,17,D,2,
2000,54,0.027,406597,0F,D,5,
1803,425,0.235718247,406603,0F,D,5,
1974,131,0.066362715,406625,0F,D,6,
1714,123,0.07176196,406815,29,F,5,
1507,326,0.216323822,406857,1D,D,6,
1545,1491,0.965048544,406871,1D,D,3,
1357,101,0.074428887,407046,56,D,6,
1875,301,0.160533333,407058,56,D,5,
7,181,25.85714286,407194,5C,F,6,
60,181,3.016666667,407194,5C,F,6,
1664,1213,0.728966346,407243,5C,F,4,
1546,410,0.265200517,407337,5E,F,3,
2114,800,0.378429518,407355,5E,F,3,
1830,221,0.120765027,407536,28,F,6,
1659,568,0.342374925,407565,28,F,6,
1717,200,0.116482236,407630,28,F,3,
1267,352,0.277821626,407694,60,F,6,
1551,130,0.083816892,407712,60,F,6,
1566,377,0.240740741,407887,28,F,5,
1983,1947,0.981845688,407895,28,F,3,
2002,2317,1.157342657,407897,28,F,3,
1313,1320,1.005331302,407989,5C,F,3,
1540,1102,0.715584416,408068,3B,F,7,
1686,870,0.516014235,408069,3B,F,3,
1155,50,0.043290043,408142,1B,D,6,
1706,400,0.234466589,408180,61,F,6,
1874,437,0.233191035,408219,61,F,6,
119,18,0.151260504,408258,29,F,6,
57,3,0.052631579,408258,29,F,6,
1483,397,0.267700607,408259,29,F,4,
782,300.1,0.383759591,408267,29,F,7,
1364,899,0.659090909,408268,29,F,3,
1721,896,0.520627542,408326,0F,D,2,
1722,896,0.520325203,408326,0F,D,2,
1371,480,0.350109409,408404,17,D,6,
1564,333,0.212915601,409386,1D,D,4,
2021,521,0.257793172,409440,5C,F,5,
530,684,1.290566038,409671,2F,F,3,
547,654,1.195612431,409671,2F,F,3,
551,453,0.822141561,409672,2F,F,3,
1539,20,0.012995452,409810,28,F,6,
721,275,0.381414702,409822,28,F,6,
1594,125,0.078419072,409977,28,F,6,
1669,750,0.449370881,410161,28,F,3,
1836,304,0.165577342,410755,0F,D,5,
1510,768,0.508609272,410872,17,D,4,
1673,250,0.149432158,411033,1D,D,6,
1779,125,0.070264193,411142,1D,D,5,
1292,124,0.095975232,411312,34,F,6,
1804,1100,0.609756098,411353,2F,F,3,
1470,99,0.067346939,411364,2F,F,3,
1034,80,0.077369439,411368,2F,F,6,
1671,117,0.070017953,411402,2F,F,6,
1518,147,0.096837945,411585,5C,F,6,
713,101,0.141654979,411588,5C,F,6,
1697,430,0.253388332,411594,5C,F,7,
2142,508,0.237161531,411687,28,F,6,
1262,151,0.119651347,412743,0F,D,6,
1369,849,0.620160701,412776,0F,D,5,
1535,144,0.093811075,412832,17,D,6,
1564,1244,0.795396419,413043,29,F,4,
1539,1055,0.685510071,413043,29,F,4,
744,272,0.365591398,413083,34,F,5,
744,265,0.356182796,413083,34,F,5,
1526,650,0.425950197,413099,34,F,6,
1860,1547,0.83172043,413100,34,F,3,
1289,550,0.426687355,413171,2F,F,6,
1842,1500,0.814332248,413176,2F,F,4,
1745,1201,0.688252149,413193,2F,F,6,
36,1858,51.61111111,413238,3B,F,6,
1951,462,0.23680164,413288,61,F,5,
1751,171,0.097658481,413385,5C,F,6,
1872,204,0.108974359,413479,5C,F,6,
1660,330,0.198795181,413510,5C,F,5,
1335,113,0.084644195,413680,3A,F,6,
2161,163.9,0.075844516,413783,28,F,5,
1456,330,0.226648352,413830,28,F,6,
1558,228,0.146341463,413958,60,F,5,
1703,1200,0.704638873,414648,29,F,7,
490,323,0.659183673,414649,29,F,6,
1679,831,0.494937463,414699,3A,F,4,
594,851,1.432659933,414712,3A,F,3,
1576,475,0.301395939,414718,3A,F,7,
1599,776,0.485303315,414988,0F,D,3,
1265,104,0.082213439,415130,1A,D,6,
1507,242.6,0.160982084,415133,1A,D,6,
1312,150,0.114329268,415161,1A,D,6,
1604,159,0.099127182,415162,1A,D,6,
1622,475,0.292848335,415179,1A,D,6,
1884,253.3,0.134447983,415403,56,D,6,
1791,102,0.056951424,415455,56,D,6,
1771,366,0.206662902,415459,56,D,6,
1768,365,0.206447964,415459,56,D,6,
1309,322,0.245989305,415485,34,F,6,
1663,2372,1.426337943,415504,34,F,3,
1155,472,0.408658009,415508,34,F,4,
1418,218,0.153737659,415511,34,F,6,
1397,211,0.151037938,415511,34,F,6,
1810,381,0.210497238,415553,2F,F,2,
1935,1280,0.661498708,415582,2F,F,5,
1633,1704,1.043478261,415599,2F,F,3,
1751,903,0.515705311,415799,5C,F,3,
1637,0.5,0.000305437,415878,28,F,4,
1591,251,0.157762414,415913,28,F,6,
1861,250,0.134336378,415953,5E,F,6,
2114,900,0.425733207,415960,5E,F,3,
1964,366,0.186354379,415963,5E,F,2,
1547,268,0.173238526,416030,60,F,7,
1724,300,0.174013921,416102,1D,D,6,
1724,300,0.174013921,416102,1D,D,6,
2124,957,0.450564972,416105,1D,D,5,
1309,357,0.272727273,416111,1D,D,6,
1866,227,0.121650589,416228,34,F,7,
227,2,0.008810573,416372,47,K,3,
1803,2520,1.397670549,417130,0F,D,3,
2025,619,0.305679012,417153,0F,D,3,
1628,213,0.130835381,417157,0F,D,6,
1550,160,0.103225806,417165,0F,D,1,
1571,160,0.101845958,417165,0F,D,1,
1494,367,0.245649264,417202,0F,D,6,
1555,1071,0.688745981,417239,17,D,6,
1640,321,0.195731707,417272,17,D,5,
1642,961,0.585261876,417284,17,D,3,
1837,1250,0.680457267,417347,1B,D,6,
2210,1200,0.542986425,417364,1B,D,3,
2037,3730,1.831124202,417443,1D,D,3,
1910,444,0.232460733,417459,1D,D,3,
1665,647,0.388588589,417491,2F,F,5,
1675,1620,0.967164179,417523,2F,F,3,
1620,1566,0.966666667,417523,2F,F,3,
1430,1245,0.870629371,417627,3A,F,3,
1998,2000,1.001001001,417672,28,F,3,
1653,641,0.387779794,417828,5C,F,3,
2053,423,0.206039942,417850,5C,F,4,
2011,125,0.06215813,417880,5C,F,4,
1813,132,0.072807501,417999,5C,F,6,
2168,721,0.332564576,418026,5E,F,4,
1696,99,0.058372642,418268,67,J,6,
1761,1850,1.050539466,419458,1A,D,3,
1570,75,0.047770701,419480,1A,D,5,
1517,124,0.081740277,419560,56,D,6,
1573,72,0.045772409,419587,56,D,6,
1496,92,0.061497326,419602,34,F,5,
1490,303,0.203355705,419625,34,F,6,
1622,403,0.248458693,419637,34,F,2,
1469,1632,1.110959837,419654,34,F,7,
1749,125,0.071469411,419693,2F,F,3,
1636,1535,0.938264059,419756,3B,F,3,
1677,965,0.57543232,419757,3B,F,3,
1243,431,0.346741754,419784,61,F,4,
1550,373,0.240645161,419973,5C,F,4,
1580,374,0.236708861,419973,5C,F,4,
1557,658,0.422607579,419977,5C,F,2,
1716,3,0.001748252,420060,5C,F,4,
1833,1039,0.566830333,420144,3A,F,3,
1436,145,0.10097493,420161,3A,F,6,
1659,655,0.394816154,420186,28,F,5,
2159,242,0.11208893,420230,28,F,5,
1718,467,0.271827707,420248,28,F,6,
2056,255,0.124027237,421154,28,F,6,
1667,163,0.097780444,421190,17,D,6,
1995,249,0.12481203,421272,1D,D,6,
1914,1196,0.624869383,423252,1D,D,6,
1746,293,0.167812142,423253,1D,D,6,
1884,294,0.156050955,423253,1D,D,6,
1996,1303,0.652805611,423398,5E,F,4,
1921,500,0.260281104,423536,5C,F,6,
2118,323,0.152502361,423955,17,D,5,
64,33,0.515625,423998,1A,D,2,x
304,61,0.200657895,423998,1A,D,2,
441,319,0.723356009,424100,29,F,4,
1490,1176,0.789261745,424104,29,F,3,
2194,208,0.094804011,424296,5C,F,6,
1735,910,0.524495677,424449,5C,F,3,
1575,207,0.131428571,424856,0F,D,6,
1889,318,0.168343039,424859,0F,D,6,
1630,202.7,0.124355828,424867,0F,D,5,
1887,250,0.132485427,425118,0F,D,5,
1791,1000,0.558347292,425233,2F,F,3,
1778,550,0.309336333,425245,3A,F,3,
1765,2503,1.418130312,425294,5E,F,2,
1949,875.3,0.449102104,425320,5E,F,3,
2022,1683,0.832344214,425324,5E,F,3,
1790,305,0.170391061,425384,28,F,6,
1925,295,0.153246753,425406,60,F,6,
2055,610,0.296836983,425599,1B,D,5,
2138,234,0.109448082,426019,0F,D,5,
2047,1106.8,0.540693698,426886,17,D,4,
1464,79,0.053961749,426906,17,D,3,
1749,141,0.080617496,426908,17,D,5,
538,149,0.276951673,427116,1A,D,6,
1762,280,0.158910329,427335,56,D,5,
1805,1223,0.677562327,427380,0F,D,3,
1652,1297.3,0.785290557,427418,0F,D,6,
1607,291,0.181082763,427478,29,F,3,
2072,400,0.193050193,427603,2F,F,7,
1250,128,0.1024,427642,2F,F,3,
1556,123,0.079048843,428179,17,D,6,
1556,122,0.07840617,428179,17,D,6,
1813,765,0.421952565,428379,5C,F,3,
1828,2141,1.171225383,428425,5C,F,3,
1881,325,0.172780436,428754,29,F,3,
1951,325,0.16658124,428754,29,F,3,
1750,1147,0.655428571,428793,29,F,2,
2015,249,0.123573201,428873,5C,F,6,
1965,2008,1.021882952,428911,5C,F,8,
1844,2754,1.493492408,428950,5C,F,3,
1926,20,0.010384216,429279,17,D,2,
1832,496,0.270742358,429314,17,D,3,
1312,151,0.115091463,429739,55,D,6,
1620,250,0.154320988,429747,55,D,6,
1853,220,0.11872639,429752,55,D,6,
1615,258,0.159752322,430681,0F,D,6,
1714,1745,1.018086348,430693,0F,D,5,
2070,364,0.175845411,430707,0F,D,6,
1704,165,0.096830986,430774,0F,D,6,
1798,260,0.144605117,431050,1A,D,6,
1810,350,0.193370166,431061,1A,D,5,
1877,845,0.450186468,431114,55,D,7,
1222,111,0.090834697,431210,29,F,6,
1702,1028,0.6039953,431219,29,F,2,
2016,722,0.358134921,431230,29,F,4,
165,1,0.006060606,431260,29,F,6,
165,1,0.006060606,431260,29,F,6,
165,1,0.006060606,431260,29,F,6,
165,1,0.006060606,431260,29,F,6,
165,1,0.006060606,431260,29,F,6,
1466,1198,0.817189632,431339,34,F,7,
1843,982,0.532826913,431340,34,F,3,
1779,339,0.190556492,431346,34,F,6,
1322,201,0.15204236,431498,61,F,6,
1390,308,0.221582734,431632,5C,F,6,
2035,265,0.13022113,431670,28,F,3,
1998,2000,1.001001001,431733,28,F,3,
1728,46,0.02662037,431760,60,F,5,
1745,150,0.085959885,431766,60,F,5,
614,466,0.758957655,431816,5C,F,2,
1848,1712,0.926406926,432160,1A,D,5,
581,263,0.452667814,432209,17,D,6,
1644,210,0.127737226,432221,17,D,5,
596,627,1.052013423,432225,17,D,3,
739,652,0.882273342,432225,17,D,3,
1286,263,0.204510109,432263,2F,F,5,
1617,395,0.24427953,432296,2F,F,6,
1457,281,0.192862045,432649,34,F,6,
1607,1492,0.928438083,433643,5A,F,3,
1792,248,0.138392857,433665,29,F,5,
2171,1,0.000460617,433699,2F,F,3,
1674,1,0.000597372,433712,2F,F,3,
1674,533,0.318399044,433713,2F,F,3,
1929,422,0.2187662,433722,2F,F,6,
1793,419,0.233686559,433732,3B,F,4,
2114,457,0.216177862,433746,3B,F,6,
2234,1873,0.838406446,433788,61,F,3,
1813,100,0.055157198,433943,5C,F,4,
1997,372,0.186279419,434180,1A,D,2,
1624,325,0.200123153,434194,1A,D,6,
1621,185,0.114127082,434226,1A,D,6,
1628,143,0.087837838,434282,1D,D,6,
1721,629,0.365485183,434292,1D,D,5,
707,109,0.15417256,434373,56,D,6,
348,253,0.727011494,434880,3A,F,3,
574,349,0.608013937,434880,3A,F,3,
726,397,0.546831956,434880,3A,F,3,
1070,448,0.418691589,435012,5A,F,7,
563,1,0.001776199,435043,5A,F,2,x
709,1,0.001410437,435043,5A,F,2,x
709,1,0.001410437,435043,5A,F,2,x
709,1,0.001410437,435043,5A,F,2,x
1366,9000,6.588579795,435044,5A,F,3,
1070,3895,3.640186916,435047,5A,F,3,
1448,654,0.451657459,435231,2F,F,3,
892,330,0.369955157,435292,2F,F,3,
2142,524,0.244631186,435323,2F,F,6,
1409,1426,1.012065295,435352,3B,F,3,
1533,150,0.097847358,435409,61,F,5,
2014,520,0.258192651,435629,3A,F,5,
2135,800,0.37470726,435637,3A,F,3,
1870,939,0.502139037,435673,3A,F,1,
1535,227,0.147882736,435683,60,F,6,
2135,891,0.417330211,435839,17,D,6,
1643,1400,0.852099817,435933,1D,D,5,
1112,921,0.82823741,435935,1D,D,3,
1858,793,0.426803014,436343,17,D,5,
1993,1589,0.797290517,436365,17,D,6,
1911,151,0.079016222,436407,60,F,5,
1935,742.9,0.383927649,436815,1D,D,4,
1362,120,0.088105727,436889,1A,D,6,
162,34,0.209876543,436943,5A,F,6,
400,49,0.1225,436943,5A,F,6,
1631,1470,0.901287554,436950,5A,F,3,
1098,75,0.068306011,436953,5A,F,6,
681,100,0.146842878,436954,5A,F,5,
1558,1336,0.857509628,436969,5A,F,2,
1418,1204,0.849083216,436969,5A,F,2,
1529,1298,0.848920863,436969,5A,F,2,
1660,360,0.21686747,437044,31,F,6,
425,40.5,0.095294118,437090,31,F,2,
741,731,0.986504723,437107,31,F,3,
1351,756,0.559585492,437113,31,F,6,
1879,573,0.304949441,437134,31,F,3,
1231,105,0.085296507,437142,31,F,6,
692,278,0.401734104,437158,34,F,6,
2397,26,0.010846892,437167,34,F,6,
1970,864,0.43857868,437304,5C,F,6,
504,250,0.496031746,437333,5C,F,6,
932,362,0.388412017,437385,5C,F,6,
1734,517,0.298154556,437388,5C,F,3,
293,76,0.259385666,437447,3A,F,5,
2022,1062.7,0.525568744,437592,28,F,3,
1878,1082,0.576144835,437671,2F,F,1,
1901,800,0.420831142,437685,2F,F,3,
1749,325,0.185820469,437685,2F,F,3,
31,510,16.4516129,437686,2F,F,3,
129,510,3.953488372,437686,2F,F,3,
193,520,2.694300518,437686,2F,F,3,
2161,800,0.370198982,437726,2F,F,3,
1825,21,0.011506849,437790,60,F,6,
1338,177,0.132286996,437829,60,F,6,
1780,111,0.062359551,437830,60,F,6,
1594,861,0.540150565,437854,0F,D,3,
1708,901,0.527517564,437854,0F,D,3,
1708,901,0.527517564,437854,0F,D,3,
1838,250,0.13601741,437885,0F,D,6,
1697,220,0.129640542,437939,0F,D,3,
1772,222,0.125282167,438780,1D,D,6,
1655,200,0.120845921,438923,5C,F,2,
1783,1811,1.01570387,438924,5C,F,6,
2082,323,0.155139289,438967,28,F,5,
2079,211,0.101491101,439019,56,D,5,
704,589,0.836647727,457867,31,F,3,
703,539.8,0.767852063,457867,31,F,3,
1466,992,0.676671214,457875,31,F,4,
1343,192,0.142963515,457894,31,F,3,
1950,89,0.045641026,458004,31,F,6,
1367,159,0.116313094,458005,31,F,6,
127,59,0.464566929,458140,17,D,6,
1875,991,0.528533333,458144,17,D,3,
2218,701,0.316050496,458218,5C,F,7,
1722,44,0.025551684,458244,56,D,6,
2192,1246,0.568430657,458303,5C,F,3,
2226,1088,0.488769093,458308,5C,F,7,
1795,1800,1.002785515,458328,0F,D,3,
1975,850,0.430379747,458380,61,F,3,
1831,3,0.001638449,458387,61,F,6,
2114,800,0.378429518,458463,2F,F,3,
2185,525,0.2402746,458592,34,F,6,
1800,329,0.182777778,458603,2F,F,5,
1973,954,0.483527623,458790,5C,F,3,
1742,2599,1.491963261,458806,5C,F,3,
1809,641,0.354339414,458833,5C,F,4,
682,3.2,0.004692082,459154,29,F,3,
725,3.2,0.004413793,459154,29,F,3,
2256,1121,0.496897163,459173,29,F,5,
1691,520,0.307510349,459184,29,F,7,
1576,526,0.333756345,459191,29,F,3,
2038,543,0.266437684,459193,29,F,4,
1654,145,0.087666264,460083,17,D,6,
1654,145,0.087666264,460083,17,D,6,
1992,339,0.170180723,460093,17,D,5,
1793,162,0.090351366,460137,1C,D,5,
2168,200,0.092250923,460158,1C,D,6,
2124,430,0.202448211,460210,1C,D,6,
1789,880,0.491894913,460277,29,F,3,
2120,532,0.250943396,460278,29,F,5,
1659,743,0.447860157,460290,29,F,8,
1912,389,0.203451883,460298,29,F,5,
633,611,0.965244866,460319,29,F,6,
2377,1582,0.665544804,460325,29,F,3,
2153,520,0.241523456,460329,31,F,4,
2155,750,0.348027842,460352,31,F,4,
2127,395,0.185707569,460539,61,F,3,
1764,741,0.420068027,460544,61,F,5,
2072,1080,0.521235521,460548,61,F,5,
2085,601,0.2882494,460549,61,F,3,
2085,1242,0.595683453,460569,61,F,3,
2032,2453,1.207185039,460621,5C,F,3,
1814,57,0.031422271,460623,5C,F,5,
2170,1200,0.552995392,460732,5C,F,4,
1807,172,0.09518539,460739,5C,F,5,
1685,244,0.144807122,460796,5C,F,5,
1916,278,0.145093946,460844,28,F,6,
2126,915,0.430385701,460853,28,F,5,
1684,734,0.435866983,461068,2F,F,5,
1652,555.5,0.33625908,461345,31,F,6,
13,378,29.07692308,461359,31,F,6,
1532,900,0.587467363,461360,31,F,7,
844,899,1.065165877,461376,31,F,5,
845,900,1.065088757,461376,31,F,5,
94,18,0.191489362,462727,31,F,2,
986,800,0.811359026,462758,31,F,7,
2191,885,0.403925148,463378,17,D,3,
1935,342.1,0.176795866,463502,54,D,5,
1545,55,0.035598706,463524,54,D,5,
1983,1092,0.550680787,463531,56,D,3,
1285,262,0.203891051,463647,29,F,6,
1532,120,0.078328982,463661,29,F,6,
1567,158,0.100829611,463665,29,F,6,
1649,123,0.074590661,463675,29,F,3,
1831,124,0.067722556,463675,29,F,3,
1496,536,0.35828877,463701,31,F,6,
2386,573,0.24015088,463936,5C,F,3,
96,241,2.510416667,463942,5C,F,6,
1894,286,0.151003168,464011,5E,F,3,
2025,335,0.165432099,464035,28,F,4,
1966,639,0.325025432,464106,77,F,3,
2182,600,0.274977085,464237,5C,F,6,
1927,859,0.445770628,464238,5C,F,3,
1794,1811,1.009476031,464264,5C,F,2,
2431,90,0.037021802,464311,1C,D,5,
2126,614,0.288805268,464356,29,F,6,
1891,275,0.145425701,464365,29,F,3,
2396,675,0.281719533,464376,29,F,5,
1865,954,0.51152815,464380,29,F,1,
1865,953,0.510991957,464380,29,F,1,
1865,953,0.510991957,464380,29,F,1,
